Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Porter Jr.,PG,22,HOU,59,59,34.3,6.6,15.0,.442,2.4,6.5,.366,4.2,8.5,.501,.522,3.5,4.5,.784,1.3,4.0,5.3,5.7,1.4,0.3,3.2,2.6,19.2
Michael Porter Jr.,SF,24,DEN,61,61,29.1,6.4,13.2,.488,3.0,7.3,.416,3.4,5.9,.578,.603,1.6,2.0,.800,1.0,4.5,5.5,1.0,0.6,0.5,1.1,1.9,17.5
Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,.500,0.8,2.1,.353,1.1,1.6,.692,.600,1.0,1.0,1.000,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5
Bobby Portis,PF,27,MIL,69,21,26.1,5.7,11.4,.496,1.3,3.7,.368,4.3,7.8,.556,.554,1.4,1.8,.768,2.2,7.4,9.7,1.5,0.4,0.2,1.1,1.7,14.1
Kristaps Porziņģis,C,27,WAS,65,65,32.6,7.8,15.7,.498,2.1,5.5,.385,5.7,10.2,.559,.565,5.4,6.4,.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2
Micah Potter,PF,24,UTA,6,0,5.2,1.0,1.3,.750,0.3,0.5,.667,0.7,0.8,.800,.875,0.0,0.0,,0.2,0.8,1.0,0.5,0.0,0.0,0.2,0.5,2.3
Dwight Powell,C,31,DAL,76,64,19.2,2.6,3.5,.732,0.0,0.1,.000,2.6,3.5,.746,.732,1.5,2.2,.667,2.0,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7
Norman Powell,SG,29,LAC,58,8,26.0,5.5,11.6,.476,2.0,4.9,.404,3.6,6.8,.528,.561,3.6,4.5,.815,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,16.7
Jason Preston,PG,23,LAC,13,0,9.4,1.4,3.2,.439,0.4,1.4,.278,1.0,1.8,.565,.500,0.0,0.2,.000,0.2,1.5,1.7,2.1,0.2,0.0,0.8,0.5,3.2
Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,.346,0.8,3.0,.250,1.5,3.5,.429,.404,1.8,2.3,.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0
Taurean Prince,SF,28,MIN,52,4,21.8,3.2,6.8,.466,1.3,3.5,.377,1.9,3.3,.561,.563,1.1,1.3,.843,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,8.8
Payton Pritchard,PG,25,BOS,47,2,12.7,1.9,4.8,.406,1.0,2.9,.341,0.9,1.8,.512,.511,0.2,0.3,.733,0.5,1.1,1.6,1.1,0.3,0.0,0.7,0.8,5.1
Trevelin Queen,SG,25,IND,7,0,10.0,1.0,4.1,.241,0.3,2.1,.133,0.7,2.0,.357,.276,0.7,0.7,1.000,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0
Neemias Queta,C,23,SAC,4,0,6.3,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.5,.000,1.0,1.3,2.3,0.3,0.0,0.3,0.3,1.8,3.0
Immanuel Quickley,PG,23,NYK,80,20,28.8,5.1,11.4,.449,2.1,5.5,.372,3.1,5.9,.520,.539,2.4,3.0,.812,0.7,3.4,4.1,3.4,1.0,0.2,1.2,2.0,14.7
Lester Quinones,SG,22,GSW,3,0,2.3,0.0,1.0,.000,0.0,0.7,.000,0.0,0.3,.000,.000,0.3,0.7,.500,0.0,0.7,0.7,0.3,0.0,0.0,1.3,0.0,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julius Randle,PF,28,NYK,77,77,35.5,8.5,18.6,.459,2.8,8.3,.343,5.7,10.3,.553,.536,5.2,6.9,.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1
Austin Reaves,SG,24,LAL,63,21,28.7,4.1,7.7,.528,1.3,3.4,.392,2.7,4.3,.634,.613,3.6,4.2,.863,0.5,2.5,3.0,3.3,0.5,0.3,1.6,1.7,13.0
Cam Reddish,SF,23,TOT,40,20,24.8,3.5,7.8,.446,1.1,3.6,.313,2.4,4.2,.560,.518,1.6,1.9,.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7
Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,.449,0.9,2.8,.304,2.2,4.0,.550,.511,1.5,1.7,.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4
Cam Reddish,SF,23,POR,20,12,27.6,3.9,8.8,.443,1.4,4.4,.318,2.5,4.4,.568,.523,1.8,2.1,.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2.0,11.0
Davon Reed,SG,27,TOT,43,1,8.0,0.7,2.0,.333,0.4,1.1,.370,0.3,0.9,.289,.435,0.4,0.6,.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1
Davon Reed,SG,27,DEN,35,1,9.0,0.7,2.3,.313,0.5,1.3,.364,0.3,1.0,.250,.413,0.4,0.6,.750,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3
Davon Reed,SG,27,LAL,8,0,3.4,0.4,0.5,.750,0.1,0.3,.500,0.3,0.3,1.000,.875,0.1,0.5,.250,0.1,0.4,0.5,0.5,0.3,0.0,0.0,0.4,1.0
Paul Reed,C,23,PHI,68,1,10.7,1.7,2.9,.598,0.0,0.1,.000,1.7,2.8,.611,.598,0.6,0.8,.745,1.6,2.1,3.7,0.4,0.6,0.7,0.6,1.8,4.0
Naz Reid,C,23,MIN,68,11,18.4,4.6,8.5,.537,1.1,3.2,.346,3.5,5.3,.653,.602,1.3,1.9,.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5
Jared Rhoden,SG,23,DET,13,0,12.5,1.1,2.8,.389,0.3,1.2,.250,0.8,1.5,.500,.444,0.5,0.5,1.000,0.8,1.6,2.4,0.3,0.3,0.1,0.2,1.5,2.9
Nick Richards,C,25,CHO,64,9,18.7,3.0,4.8,.628,0.0,0.0,1.000,3.0,4.8,.627,.629,2.1,2.8,.742,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.1
Josh Richardson,SG,29,TOT,64,10,23.5,3.7,8.6,.434,1.7,4.5,.368,2.0,4.0,.508,.531,1.1,1.3,.852,0.6,2.0,2.7,2.7,1.1,0.3,1.3,1.8,10.2
Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,.436,1.8,4.9,.357,2.5,4.7,.518,.527,1.3,1.4,.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5
Josh Richardson,SG,29,NOP,22,4,22.9,2.8,6.5,.427,1.5,3.8,.393,1.3,2.7,.475,.542,0.7,1.0,.762,0.4,1.9,2.3,1.6,1.3,0.4,1.0,2.0,7.8
Austin Rivers,SG,30,MIN,52,10,19.5,1.8,4.0,.435,0.8,2.4,.350,0.9,1.7,.558,.538,0.6,0.8,.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9
Duncan Robinson,SF,28,MIA,41,1,16.0,2.0,5.4,.368,1.5,4.4,.331,0.5,1.0,.524,.502,0.6,0.6,.923,0.2,1.4,1.6,1.0,0.3,0.0,0.7,1.8,6.0
Mitchell Robinson,C,24,NYK,58,57,27.0,3.2,4.7,.681,0.0,0.0,,3.2,4.7,.681,.681,1.0,2.0,.492,4.4,4.9,9.2,0.9,0.9,1.8,0.7,2.7,7.3
Orlando Robinson,C,22,MIA,30,1,13.8,1.6,2.9,.534,0.0,0.2,.000,1.6,2.8,.566,.534,0.7,1.0,.710,1.6,2.5,4.1,0.8,0.4,0.4,0.5,1.8,3.9
Jeremiah Robinson-Earl,PF,22,OKC,42,19,18.4,2.5,5.6,.455,0.8,2.5,.333,1.7,3.1,.554,.530,0.8,1.0,.825,1.7,2.4,4.1,1.0,0.6,0.3,0.5,1.5,6.7
Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,.432,0.4,1.4,.300,1.2,2.3,.516,.490,0.5,1.0,.488,0.5,2.0,2.5,0.9,0.4,0.2,0.7,1.3,4.1
David Roddy,PF,21,MEM,69,3,17.6,2.5,5.8,.434,0.9,3.0,.309,1.6,2.9,.563,.512,0.6,0.9,.631,0.7,2.0,2.7,0.8,0.4,0.3,0.8,1.5,6.6
Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,.350,0.3,0.8,.333,0.3,0.9,.364,.425,0.5,0.5,1.000,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9
Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,.384,0.7,2.3,.302,1.6,3.6,.438,.443,0.4,0.4,.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6
Terrence Ross,SG,31,TOT,62,9,21.0,3.1,7.3,.433,1.5,4.1,.372,1.6,3.2,.513,.538,0.4,0.5,.781,0.4,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.2
Terrence Ross,SG,31,ORL,42,9,22.5,3.1,7.1,.431,1.5,3.8,.381,1.6,3.3,.489,.533,0.4,0.5,.750,0.2,1.8,2.0,1.3,0.6,0.2,0.9,1.3,8.0
Terrence Ross,SG,31,PHO,20,0,17.8,3.3,7.6,.437,1.7,4.7,.355,1.7,2.9,.569,.546,0.5,0.6,.833,0.6,2.7,3.3,1.9,0.5,0.1,0.3,2.0,8.8
Terry Rozier,SG,28,CHO,63,63,35.3,7.8,18.9,.415,2.6,8.0,.327,5.2,10.8,.480,.484,2.8,3.5,.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Rubio,PG,32,CLE,32,1,16.9,1.8,5.2,.353,0.7,2.4,.269,1.2,2.8,.427,.416,0.8,1.0,.788,0.3,1.8,2.0,3.4,0.8,0.2,0.9,1.6,5.2
D'Angelo Russell,PG,26,TOT,70,70,32.4,6.3,13.4,.470,2.7,6.9,.396,3.5,6.5,.547,.572,2.5,3.0,.831,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0,17.8
D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,13.5,.465,2.7,7.0,.391,3.5,6.4,.546,.567,2.6,3.1,.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9
D'Angelo Russell,PG,26,LAL,16,16,30.8,6.3,13.0,.486,2.7,6.4,.417,3.6,6.6,.552,.589,2.1,2.9,.739,0.4,2.6,3.0,6.1,0.6,0.4,2.3,1.4,17.4
Matt Ryan,SF,25,TOT,33,0,9.3,1.2,3.2,.374,1.0,2.5,.386,0.2,0.7,.333,.523,0.3,0.4,.833,0.1,0.7,0.8,0.5,0.2,0.0,0.2,0.8,3.7
Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,.306,1.1,2.9,.371,0.2,1.2,.143,.439,0.3,0.4,.800,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9
Matt Ryan,SF,25,MIN,21,0,8.4,1.2,2.8,.431,0.9,2.3,.396,0.3,0.5,.600,.595,0.3,0.3,.857,0.1,0.5,0.6,0.5,0.1,0.0,0.2,0.6,3.6
Domantas Sabonis,C,26,SAC,78,78,34.8,7.3,11.9,.615,0.4,1.1,.373,6.9,10.8,.638,.631,4.1,5.6,.743,3.2,9.2,12.4,7.3,0.8,0.5,2.9,3.6,19.2
Luka Šamanić,PF,23,UTA,5,2,20.2,2.6,5.8,.448,1.0,3.4,.294,1.6,2.4,.667,.534,1.2,1.6,.750,0.0,4.0,4.0,2.2,0.6,0.4,1.0,2.6,7.4
Dario Šarić,PF,28,TOT,57,12,14.1,2.2,4.9,.458,0.8,2.0,.391,1.4,2.8,.506,.540,1.1,1.3,.829,0.9,2.7,3.6,1.3,0.4,0.1,1.0,1.7,6.4
Dario Šarić,PF,28,PHO,37,12,14.4,2.1,4.8,.427,0.7,1.9,.391,1.3,2.9,.450,.503,1.0,1.2,.818,1.1,2.8,3.8,1.5,0.4,0.1,1.0,1.9,5.8
Dario Šarić,PF,28,OKC,20,0,13.7,2.6,5.0,.515,0.9,2.3,.391,1.7,2.7,.623,.606,1.4,1.6,.844,0.7,2.6,3.3,0.9,0.4,0.1,1.0,1.5,7.4
Olivier Sarr,C,23,OKC,8,0,8.9,0.6,1.9,.333,0.1,0.8,.167,0.5,1.1,.444,.367,0.4,0.4,1.000,1.3,0.8,2.0,0.4,0.0,0.6,0.4,1.4,1.8
Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5
Admiral Schofield,PF,25,ORL,36,0,11.9,1.4,3.1,.464,0.7,1.9,.353,0.8,1.2,.636,.571,0.5,0.6,.905,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.7,4.1
Dennis Schröder,PG,29,LAL,66,50,30.1,4.1,9.8,.415,1.1,3.4,.329,3.0,6.4,.461,.472,3.3,3.8,.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6
Jay Scrubb,SG,22,ORL,2,0,15.0,2.5,3.5,.714,1.0,1.0,1.000,1.5,2.5,.600,.857,0.5,1.0,.500,0.0,3.0,3.0,0.5,1.0,0.0,1.5,1.0,6.5
Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8
Alperen Şengün,C,20,HOU,74,71,29.0,5.9,10.7,.554,0.3,0.8,.333,5.7,9.9,.572,.566,2.7,3.8,.714,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8
Collin Sexton,SG,24,UTA,48,15,23.9,4.9,9.8,.506,1.0,2.5,.393,3.9,7.2,.546,.558,3.4,4.1,.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3
Landry Shamet,SG,25,PHO,39,8,20.2,2.8,7.4,.372,1.8,4.9,.373,0.9,2.5,.371,.497,1.1,1.3,.880,0.3,1.4,1.6,2.2,0.7,0.1,0.9,1.5,8.5
Day'Ron Sharpe,C,21,BRK,47,2,11.2,1.9,3.5,.552,0.1,0.2,.545,1.8,3.3,.552,.570,0.7,1.1,.630,2.0,2.0,4.0,0.7,0.3,0.6,0.9,1.8,4.7
Shaedon Sharpe,SG,19,POR,78,13,22.0,3.7,7.8,.474,1.2,3.4,.365,2.5,4.4,.558,.553,0.9,1.3,.707,0.8,2.1,2.9,1.1,0.4,0.3,1.0,1.7,9.6
Pascal Siakam,C,28,TOR,71,71,37.4,8.9,18.5,.480,1.3,4.0,.324,7.6,14.5,.523,.515,5.2,6.7,.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2
Chris Silva,PF,26,DAL,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,.566,0.0,0.0,.000,3.2,5.5,.571,.566,0.6,1.4,.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobi Simmons,PG,25,CHO,4,0,5.0,0.3,1.3,.200,0.3,1.0,.250,0.0,0.3,.000,.300,0.5,0.5,1.000,0.0,0.5,0.5,0.5,0.0,0.5,0.3,0.0,1.3
Marko Simonovic,C,23,CHI,6,0,1.8,0.2,0.7,.250,0.0,0.3,.000,0.2,0.3,.500,.250,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.3
Anfernee Simons,SG,23,POR,62,62,35.0,7.5,16.9,.447,3.4,9.1,.377,4.1,7.8,.528,.548,2.6,2.9,.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1
Jericho Sims,C,24,NYK,52,16,15.6,1.6,2.1,.776,0.0,0.0,.000,1.6,2.0,.783,.776,0.2,0.3,.750,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4
Marcus Smart,PG,28,BOS,61,61,32.1,4.1,9.9,.415,1.9,5.6,.336,2.2,4.3,.519,.511,1.4,1.9,.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5
Dennis Smith Jr.,PG,25,CHO,54,15,25.7,3.4,8.4,.412,0.4,2.1,.216,3.0,6.3,.475,.438,1.4,2.0,.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8
Dru Smith,SG,25,TOT,14,1,9.6,1.3,2.9,.439,0.4,1.4,.263,0.9,1.6,.591,.500,0.1,0.1,1.000,0.1,1.3,1.4,1.4,0.6,0.3,0.1,1.4,3.0
Dru Smith,SG,25,MIA,5,1,13.4,1.0,2.8,.357,0.2,1.2,.167,0.8,1.6,.500,.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2
Dru Smith,SG,25,BRK,9,0,7.6,1.4,3.0,.481,0.4,1.4,.308,1.0,1.6,.643,.556,0.1,0.1,1.000,0.1,1.1,1.2,1.6,0.6,0.1,0.1,1.0,3.4
Ish Smith,PG,34,DEN,41,0,9.0,1.2,3.0,.403,0.0,0.2,.222,1.2,2.8,.417,.411,0.0,0.1,.500,0.1,1.1,1.2,2.2,0.2,0.2,1.0,0.8,2.5
Jabari Smith Jr.,PF,19,HOU,78,78,31.0,4.6,11.3,.406,1.5,5.0,.307,3.1,6.3,.485,.474,2.0,2.5,.783,1.6,5.7,7.2,1.3,0.6,0.9,1.3,2.9,12.7
Jalen Smith,PF,22,IND,68,31,18.8,3.6,7.5,.476,0.8,2.8,.283,2.8,4.7,.593,.530,1.5,2.0,.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4
Xavier Sneed,SF,25,CHO,4,0,12.0,1.3,2.5,.500,0.8,1.5,.500,0.5,1.0,.500,.650,1.0,1.0,1.000,0.0,1.3,1.3,1.3,0.0,0.3,0.8,1.8,4.3
Jeremy Sochan,PF,19,SAS,56,53,26.0,4.5,9.9,.453,0.6,2.4,.246,3.9,7.5,.519,.483,1.4,2.1,.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0
Jaden Springer,SG,20,PHI,15,1,5.8,1.1,2.3,.486,0.1,0.3,.400,1.0,2.0,.500,.514,0.4,0.5,.750,0.4,0.5,0.9,0.5,0.5,0.2,0.2,1.0,2.8
Lamar Stevens,PF,25,CLE,61,25,18.1,2.1,4.7,.449,0.5,1.6,.316,1.6,3.1,.516,.502,0.7,0.9,.702,0.8,2.5,3.3,0.5,0.4,0.3,0.4,1.3,5.3
Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,.442,1.3,4.1,.327,2.6,4.7,.542,.518,2.2,3.0,.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
Max Strus,SF,26,MIA,79,32,28.6,4.1,10.0,.411,2.5,7.1,.351,1.6,2.9,.562,.536,1.0,1.1,.876,0.6,2.6,3.3,2.1,0.5,0.1,0.9,2.1,11.7
Jalen Suggs,PG,21,ORL,52,18,23.7,3.5,8.4,.418,1.2,3.8,.322,2.3,4.6,.498,.491,1.7,2.3,.723,1.0,2.0,3.0,2.9,1.3,0.5,1.8,2.3,9.9
Edmond Sumner,SG,27,BRK,53,12,13.9,2.3,5.1,.461,0.6,1.6,.356,1.8,3.4,.511,.519,1.9,2.0,.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1
Cole Swider,SF,23,LAL,6,0,6.7,0.5,1.5,.333,0.5,1.3,.375,0.0,0.2,.000,.500,0.0,0.0,,0.2,1.0,1.2,0.7,0.0,0.0,0.0,0.5,1.5
Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,7.4,.480,0.4,1.5,.283,3.1,5.9,.530,.509,1.6,2.2,.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayson Tatum,PF,24,BOS,74,74,36.9,9.8,21.1,.466,3.2,9.3,.350,6.6,11.8,.558,.543,7.2,8.4,.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1
Terry Taylor,PF,23,TOT,30,2,8.3,1.2,2.4,.514,0.2,0.6,.263,1.1,1.8,.604,.549,0.2,0.3,.556,0.8,0.6,1.4,0.3,0.1,0.2,0.3,0.8,2.8
Terry Taylor,PF,23,IND,26,2,8.8,1.2,2.5,.462,0.2,0.7,.222,1.0,1.8,.553,.492,0.2,0.3,.714,0.8,0.7,1.5,0.4,0.1,0.2,0.3,0.9,2.7
Terry Taylor,PF,23,CHI,4,0,5.3,1.8,1.8,1.000,0.3,0.3,1.000,1.5,1.5,1.000,1.071,0.0,0.5,.000,0.8,0.3,1.0,0.0,0.0,0.0,0.0,0.3,3.8
Garrett Temple,SG,36,NOP,25,0,6.5,0.7,1.8,.400,0.4,1.0,.423,0.3,0.8,.368,.522,0.1,0.2,.750,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.0
Dalen Terry,SG,20,CHI,37,0,5.4,0.8,1.8,.439,0.2,0.7,.280,0.6,1.1,.537,.492,0.3,0.5,.588,0.3,0.6,0.9,0.6,0.2,0.1,0.2,0.6,2.0
Daniel Theis,C,30,IND,7,1,15.6,3.0,6.3,.477,0.3,1.6,.182,2.7,4.7,.576,.500,0.7,1.7,.417,1.0,2.1,3.1,1.3,0.3,0.9,0.4,1.0,7.0
Cam Thomas,SG,21,BRK,56,3,16.2,3.3,7.6,.433,0.8,2.2,.360,2.5,5.4,.464,.486,2.6,3.0,.861,0.1,1.5,1.7,1.4,0.3,0.1,1.1,1.0,10.0
Klay Thompson,SG,32,GSW,68,68,33.2,7.9,18.2,.435,4.3,10.6,.410,3.6,7.6,.471,.555,1.7,1.9,.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9
JT Thor,PF,20,CHO,68,7,13.8,1.4,3.3,.410,0.6,1.7,.325,0.8,1.6,.500,.493,0.5,0.7,.702,0.5,1.6,2.1,0.5,0.3,0.3,0.6,1.0,3.8
Matisse Thybulle,SG,25,TOT,71,28,16.9,1.5,3.6,.435,0.8,2.1,.365,0.8,1.5,.533,.542,0.3,0.4,.679,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1
Matisse Thybulle,SG,25,PHI,49,6,12.1,1.0,2.4,.431,0.4,1.3,.333,0.6,1.1,.547,.522,0.2,0.2,.750,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7
Matisse Thybulle,SG,25,POR,22,22,27.7,2.7,6.2,.438,1.5,3.9,.388,1.2,2.4,.519,.558,0.5,0.7,.625,0.9,2.6,3.5,1.4,1.7,0.8,0.7,2.2,7.4
Xavier Tillman Sr.,PF,24,MEM,61,29,19.3,3.1,5.0,.614,0.1,0.2,.267,3.0,4.8,.632,.621,0.8,1.5,.551,2.0,3.0,5.0,1.6,1.0,0.5,0.7,1.6,7.0
Isaiah Todd,PF,21,WAS,5,0,3.2,0.2,1.0,.200,0.0,0.6,.000,0.2,0.4,.500,.200,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4
Obi Toppin,PF,24,NYK,66,4,15.4,2.6,6.0,.439,1.2,3.6,.338,1.4,2.4,.591,.540,0.5,0.7,.795,0.4,2.3,2.7,0.9,0.3,0.2,0.6,1.0,7.0
Juan Toscano-Anderson,SF,29,TOT,50,8,13.0,1.2,2.6,.473,0.1,0.8,.184,1.1,1.8,.593,.500,0.3,0.4,.762,0.5,1.8,2.3,1.1,0.3,0.2,0.7,1.5,2.9
Juan Toscano-Anderson,SF,29,LAL,30,7,12.2,1.1,2.2,.500,0.1,0.7,.200,1.0,1.5,.630,.530,0.4,0.5,.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7
Juan Toscano-Anderson,SF,29,UTA,20,1,14.3,1.4,3.2,.444,0.2,0.9,.167,1.3,2.3,.556,.468,0.3,0.3,.833,0.5,2.3,2.7,1.6,0.2,0.1,0.8,1.5,3.2
Karl-Anthony Towns,PF,27,MIN,27,27,33.1,7.1,14.4,.492,2.0,5.6,.353,5.1,8.9,.579,.560,4.2,4.8,.876,1.7,6.4,8.1,4.8,0.7,0.5,3.0,3.9,20.4
Gary Trent Jr.,SG,24,TOR,65,43,32.2,6.1,14.2,.432,2.5,6.8,.366,3.6,7.4,.493,.520,2.6,3.1,.835,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.6,17.3
P.J. Tucker,PF,37,PHI,75,75,25.6,1.3,3.0,.427,0.7,1.9,.393,0.5,1.1,.482,.549,0.3,0.3,.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5
Myles Turner,C,26,IND,62,62,29.4,6.5,11.8,.548,1.5,4.0,.373,5.0,7.8,.638,.612,3.5,4.5,.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0
Stanley Umude,SG,23,DET,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
Jonas Valančiūnas,C,30,NOP,78,78,25.0,5.7,10.3,.550,0.5,1.4,.349,5.2,8.9,.580,.573,2.4,2.9,.826,2.8,7.2,10.1,1.8,0.3,0.7,2.0,3.1,14.2
Jarred Vanderbilt,PF,23,TOT,77,64,24.2,3.1,5.8,.545,0.4,1.2,.326,2.8,4.6,.600,.578,1.2,1.8,.686,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9
Jarred Vanderbilt,PF,23,UTA,52,41,24.1,3.3,6.0,.556,0.4,1.1,.333,3.0,4.9,.606,.587,1.3,2.0,.657,2.3,5.5,7.9,2.7,1.0,0.3,1.3,2.6,8.3
Jarred Vanderbilt,PF,23,LAL,25,23,24.2,2.8,5.3,.519,0.4,1.3,.313,2.4,4.0,.584,.556,1.1,1.4,.771,1.9,4.9,6.8,1.6,1.2,0.2,1.1,2.2,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred VanVleet,PG,28,TOR,69,69,36.7,6.3,16.1,.393,3.0,8.8,.342,3.3,7.3,.455,.486,3.7,4.1,.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3
Devin Vassell,SG,22,SAS,38,32,31.0,6.9,15.7,.439,2.7,7.0,.387,4.2,8.7,.480,.525,2.1,2.6,.780,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5
Gabe Vincent,PG,26,MIA,67,33,26.1,3.4,8.4,.402,1.7,5.2,.335,1.6,3.2,.509,.505,1.0,1.1,.883,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.5
Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1.0,.458,0.0,0.2,.250,0.4,0.9,.500,.479,0.1,0.1,1.000,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1
Nikola Vučević,C,32,CHI,81,81,33.7,7.3,14.1,.521,1.5,4.3,.349,5.8,9.8,.596,.574,1.6,2.0,.835,2.0,9.1,11.1,3.3,0.7,0.7,1.7,2.2,17.8
Dean Wade,PF,26,CLE,43,12,20.2,1.6,4.0,.409,1.0,2.9,.341,0.7,1.1,.583,.532,0.3,0.5,.652,0.5,3.0,3.4,0.8,0.6,0.5,0.4,2.0,4.6
